student_id,name,skills,experience_years,education,location
S01391,Student_1391,"PyTorch, Kubernetes, Node.js, Computer Vision, React",6,Bachelor,San Francisco
S01392,Student_1392,"Computer Vision, GCP, Docker, Go",4,High School,Remote
S01393,Student_1393,"Java, Ruby",3,High School,Berlin
S01394,Student_1394,"TensorFlow, Python, Computer Vision, PyTorch, Machine Learning, React",2,Bachelor,Bangalore
S01395,Student_1395,"NLP, Python",18,Master,New York
S01396,Student_1396,"Go, Azure, React, PyTorch, SQL",8,Master,London
S01397,Student_1397,"React, Java, Docker, Azure, Machine Learning, Node.js",5,Bachelor,New York
S01398,Student_1398,"TensorFlow, NLP, Java, Azure, AWS",5,Bachelor,Remote
S01399,Student_1399,"AWS, Kubernetes, Ruby, TensorFlow, Go, Machine Learning",3,Bachelor,Singapore
S01400,Student_1400,"C++, Kubernetes, PyTorch, SQL, Data Engineering",4,Master,Toronto
S01401,Student_1401,"Azure, Python",3,Master,Austin
S01402,Student_1402,"Azure, AWS, Python, TypeScript",2,Master,London
S01403,Student_1403,"Azure, Python, AWS, Computer Vision, TensorFlow",4,Bachelor,Bangalore
S01404,Student_1404,"Machine Learning, Computer Vision, AWS, TensorFlow, Python, Docker",3,Master,Berlin
S01405,Student_1405,"TensorFlow, NLP, Azure",5,Bachelor,Seattle
S01406,Student_1406,"Go, Node.js, AWS",5,PhD,Toronto
S01407,Student_1407,"Machine Learning, Azure, Computer Vision",5,High School,Remote
S01408,Student_1408,"C++, Kubernetes",1,High School,Seattle
S01409,Student_1409,"GCP, SQL, Java, C++, TensorFlow",2,PhD,Berlin
S01410,Student_1410,"Computer Vision, TensorFlow",3,Bachelor,London
S01411,Student_1411,"NLP, PyTorch, TypeScript, Machine Learning",7,Bachelor,San Francisco
S01412,Student_1412,"Machine Learning, TypeScript",6,Bachelor,New York
S01413,Student_1413,"SQL, GCP, Computer Vision",2,PhD,New York
S01414,Student_1414,"TensorFlow, Kubernetes, Ruby, TypeScript, Docker",1,Master,Remote
S01415,Student_1415,"Machine Learning, PyTorch, Java, React, Node.js, NLP",14,Bachelor,Berlin
S01416,Student_1416,"Computer Vision, C++, TensorFlow",5,Master,San Francisco
S01417,Student_1417,"TypeScript, Java, C++, Machine Learning, React, SQL",1,Bachelor,New York
S01418,Student_1418,"C++, Machine Learning, Computer Vision, Python",2,Master,San Francisco
S01419,Student_1419,"NLP, Computer Vision",7,Bachelor,Remote
S01420,Student_1420,"GCP, Computer Vision, TensorFlow",12,High School,Seattle
S01421,Student_1421,"Kubernetes, AWS",11,Bachelor,Berlin
S01422,Student_1422,"Computer Vision, React, GCP, SQL",4,Bachelor,New York
S01423,Student_1423,"GCP, C++",3,Bachelor,Berlin
S01424,Student_1424,"AWS, Computer Vision, Java, Node.js, TensorFlow, Go",1,Bachelor,San Francisco
S01425,Student_1425,"Python, Go",4,Master,London
S01426,Student_1426,"Azure, TypeScript, PyTorch, Ruby",2,Bachelor,Berlin
S01427,Student_1427,"Ruby, NLP, Docker",2,Master,London
S01428,Student_1428,"AWS, SQL, C++, Go, Data Engineering, TensorFlow",6,High School,Bangalore
S01429,Student_1429,"GCP, Kubernetes, TensorFlow, C++, Machine Learning, Python",3,Bachelor,Seattle
S01430,Student_1430,"Node.js, Go, Azure, Ruby, Data Engineering, GCP",3,Master,Seattle
S01431,Student_1431,"TensorFlow, Computer Vision",3,Bachelor,Bangalore
S01432,Student_1432,"Java, Node.js",16,Master,London
S01433,Student_1433,"SQL, Ruby, TypeScript, C++",1,Master,Seattle
S01434,Student_1434,"Go, PyTorch, Docker, Java, Data Engineering",4,Master,Seattle
S01435,Student_1435,"NLP, TypeScript, Node.js, C++, Java, Python",10,Bachelor,Remote
S01436,Student_1436,"Python, PyTorch, Data Engineering, Ruby, Node.js, Machine Learning",3,Master,Berlin
S01437,Student_1437,"Go, AWS, Java, React",8,High School,Remote
S01438,Student_1438,"SQL, Machine Learning, Node.js, Ruby",1,Bachelor,New York
S01439,Student_1439,"C++, Go, AWS",3,High School,Austin
S01440,Student_1440,"Azure, GCP, Docker, Node.js, Machine Learning, C++",2,Master,Berlin
S01441,Student_1441,"SQL, Python, Azure, React",3,Master,Berlin
S01442,Student_1442,"Node.js, Python, Go",3,Master,Singapore
S01443,Student_1443,"NLP, Node.js",3,Master,Singapore
S01444,Student_1444,"C++, Data Engineering, React, GCP, Node.js, AWS",6,Bachelor,Seattle
S01445,Student_1445,"Data Engineering, React, Computer Vision",0,Bachelor,Toronto
S01446,Student_1446,"TensorFlow, Java",2,Bachelor,London
S01447,Student_1447,"Ruby, TensorFlow, Java",4,Master,New York
S01448,Student_1448,"Java, TypeScript, NLP, C++",0,High School,San Francisco
S01449,Student_1449,"React, Data Engineering, NLP, AWS, Machine Learning",5,Master,New York
S01450,Student_1450,"AWS, NLP, Ruby, Python, TypeScript, Computer Vision",2,High School,New York
S01451,Student_1451,"React, Docker, Node.js",3,Bachelor,Singapore
S01452,Student_1452,"Python, AWS",6,Bachelor,Austin
S01453,Student_1453,"C++, Machine Learning",8,Bachelor,Singapore
S01454,Student_1454,"Java, Kubernetes, GCP, TensorFlow, Machine Learning",5,Bachelor,Bangalore
S01455,Student_1455,"Go, AWS, Python, SQL",1,Bachelor,Berlin
S01456,Student_1456,"PyTorch, Computer Vision",5,Bachelor,Remote
S01457,Student_1457,"React, Computer Vision",5,Bachelor,Austin
S01458,Student_1458,"React, NLP, AWS, TensorFlow",5,Bachelor,San Francisco
S01459,Student_1459,"AWS, Kubernetes, Azure",9,High School,Austin
S01460,Student_1460,"Azure, Docker",4,Master,Singapore
S01461,Student_1461,"Java, Computer Vision, PyTorch",8,Bachelor,London
S01462,Student_1462,"Machine Learning, Kubernetes, Ruby, Azure, AWS",8,Bachelor,Toronto
S01463,Student_1463,"Node.js, Docker, Python, Machine Learning",5,Master,London
S01464,Student_1464,"Machine Learning, NLP, Data Engineering, TensorFlow",4,Master,San Francisco
S01465,Student_1465,"Computer Vision, Node.js, Machine Learning, Docker, GCP, PyTorch",5,Bachelor,Seattle
S01466,Student_1466,"GCP, TensorFlow, Computer Vision, Ruby",10,Master,Seattle
S01467,Student_1467,"GCP, Machine Learning, React, NLP, Computer Vision, Node.js",7,Bachelor,Bangalore
S01468,Student_1468,"Go, TypeScript, React, NLP, Docker",1,Bachelor,Seattle
S01469,Student_1469,"Ruby, React, Docker, TypeScript, Azure, Python",4,Bachelor,New York
S01470,Student_1470,"Go, TensorFlow, Machine Learning, AWS",2,High School,Austin
S01471,Student_1471,"Machine Learning, Kubernetes, Data Engineering, TypeScript",2,Master,Bangalore
S01472,Student_1472,"React, C++, TypeScript, SQL, Machine Learning",2,Bachelor,London
S01473,Student_1473,"Python, Computer Vision, Azure, SQL, AWS",1,Master,San Francisco
S01474,Student_1474,"TypeScript, Java, Python, Machine Learning, Azure",1,Bachelor,Remote
S01475,Student_1475,"Python, Ruby",9,Master,Seattle
S01476,Student_1476,"Java, TensorFlow, Machine Learning",2,Master,Berlin
S01477,Student_1477,"Computer Vision, GCP, Data Engineering, Python, Kubernetes",6,Bachelor,New York
S01478,Student_1478,"TypeScript, Java",4,Bachelor,New York
S01479,Student_1479,"Computer Vision, Data Engineering, Go, Node.js, Kubernetes",5,Master,Seattle
S01480,Student_1480,"Node.js, Docker, PyTorch",5,Bachelor,London
S01481,Student_1481,"NLP, SQL, React",1,Bachelor,Bangalore
S01482,Student_1482,"Docker, Data Engineering, TensorFlow, GCP, NLP, Computer Vision",6,Bachelor,New York
S01483,Student_1483,"Computer Vision, C++, Node.js, AWS",1,Bachelor,Austin
S01484,Student_1484,"GCP, Python, React, Kubernetes, Java, Node.js",2,Bachelor,Remote
S01485,Student_1485,"Python, Kubernetes, C++, Go, SQL, AWS",5,Bachelor,Singapore
S01486,Student_1486,"SQL, Ruby, TensorFlow, TypeScript, PyTorch, Java",1,High School,Berlin
S01487,Student_1487,"Azure, Kubernetes",0,PhD,Bangalore
S01488,Student_1488,"GCP, NLP, Azure",4,PhD,San Francisco
S01489,Student_1489,"Computer Vision, PyTorch, AWS, Ruby",1,Master,London
S01490,Student_1490,"Ruby, NLP",5,Bachelor,New York
S01491,Student_1491,"Java, Machine Learning, Data Engineering, Docker",3,Master,San Francisco
S01492,Student_1492,"C++, Machine Learning, Java",4,PhD,Bangalore
S01493,Student_1493,"TypeScript, PyTorch, GCP, Data Engineering, Machine Learning, Java",4,Bachelor,Singapore
S01494,Student_1494,"SQL, NLP, React, C++, Docker",6,PhD,Singapore
S01495,Student_1495,"AWS, Python, Machine Learning, Kubernetes, Docker",5,Bachelor,Toronto
S01496,Student_1496,"Java, Kubernetes, TypeScript, Docker",1,Bachelor,Austin
S01497,Student_1497,"Docker, TypeScript, Java, Data Engineering",3,Bachelor,Toronto
S01498,Student_1498,"Data Engineering, Machine Learning, AWS, TensorFlow",4,High School,Berlin
S01499,Student_1499,"Computer Vision, Machine Learning, Data Engineering, Azure, GCP",9,Bachelor,Seattle
S01500,Student_1500,"Data Engineering, Node.js, SQL, Go, React, Azure",5,Master,New York
S01501,Student_1501,"AWS, Kubernetes, NLP",8,Bachelor,Seattle
S01502,Student_1502,"React, NLP",4,Master,San Francisco
S01503,Student_1503,"Data Engineering, TypeScript, Go, Ruby",7,Bachelor,London
S01504,Student_1504,"NLP, Computer Vision",4,Bachelor,Austin
S01505,Student_1505,"GCP, TypeScript",7,PhD,Toronto
S01506,Student_1506,"TensorFlow, AWS, Node.js",3,Bachelor,Bangalore
S01507,Student_1507,"TensorFlow, Machine Learning, C++",9,Bachelor,New York
S01508,Student_1508,"NLP, SQL, Azure, Computer Vision, TensorFlow, AWS",5,High School,New York
S01509,Student_1509,"Node.js, TypeScript, Java, Docker, Machine Learning",1,High School,Seattle
S01510,Student_1510,"Kubernetes, Data Engineering",4,Master,Bangalore
S01511,Student_1511,"Node.js, Java, SQL",5,High School,Seattle
S01512,Student_1512,"Kubernetes, Java, C++, Azure",6,PhD,Toronto
S01513,Student_1513,"Go, Java, Computer Vision, Azure, NLP",11,Master,Bangalore
S01514,Student_1514,"C++, Docker, Machine Learning, GCP, PyTorch, Python",2,Bachelor,Toronto
S01515,Student_1515,"TensorFlow, GCP, AWS",11,Master,Seattle
S01516,Student_1516,"PyTorch, Python, Data Engineering, Machine Learning",3,Master,Singapore
S01517,Student_1517,"SQL, C++",2,Master,Remote
S01518,Student_1518,"Go, Java, NLP, C++, Azure",2,Bachelor,Remote
S01519,Student_1519,"Python, Azure, Ruby, TypeScript, Kubernetes, Data Engineering",5,Bachelor,San Francisco
S01520,Student_1520,"Data Engineering, Computer Vision, Ruby, Azure, PyTorch",2,Master,Seattle
S01521,Student_1521,"GCP, AWS, Java, Data Engineering, Computer Vision, Go",3,Bachelor,Singapore
S01522,Student_1522,"Go, Computer Vision, NLP",4,Bachelor,Seattle
S01523,Student_1523,"TypeScript, AWS, Docker, Ruby",9,High School,New York
S01524,Student_1524,"Computer Vision, AWS, TensorFlow, Ruby, Data Engineering, Node.js",6,Bachelor,New York
S01525,Student_1525,"Computer Vision, C++, React, Data Engineering",3,Bachelor,San Francisco
S01526,Student_1526,"TensorFlow, AWS, Azure",5,PhD,Toronto
S01527,Student_1527,"NLP, Python, Azure, React, Kubernetes",4,Bachelor,Berlin
S01528,Student_1528,"Computer Vision, React, Python, TypeScript",1,High School,New York
S01529,Student_1529,"Azure, PyTorch, GCP",10,Bachelor,Singapore
S01530,Student_1530,"React, Go, NLP, C++, Ruby",9,Master,Singapore
S01531,Student_1531,"Machine Learning, NLP, Java, Ruby, GCP",3,Bachelor,Seattle
S01532,Student_1532,"AWS, Machine Learning, PyTorch",2,Bachelor,Singapore
S01533,Student_1533,"Node.js, Go, Java, GCP, C++",1,High School,New York
S01534,Student_1534,"Python, Ruby, Machine Learning, TypeScript, Docker",5,Bachelor,New York
S01535,Student_1535,"Data Engineering, Azure, Java",5,Bachelor,Remote
S01536,Student_1536,"C++, Go, React, NLP",2,Master,New York
S01537,Student_1537,"Docker, Machine Learning, Python, AWS",4,Bachelor,Singapore
S01538,Student_1538,"AWS, Machine Learning",6,Bachelor,London
S01539,Student_1539,"Docker, TensorFlow",2,Master,Remote
S01540,Student_1540,"AWS, TensorFlow, Python, Computer Vision, Docker",3,Bachelor,San Francisco
S01541,Student_1541,"Computer Vision, NLP, GCP",3,Master,Toronto
S01542,Student_1542,"Java, Kubernetes, Python",2,PhD,Singapore
S01543,Student_1543,"SQL, AWS, GCP, Azure, TensorFlow, Kubernetes",3,Bachelor,New York
S01544,Student_1544,"PyTorch, Node.js, AWS",1,Bachelor,New York
S01545,Student_1545,"Python, PyTorch, Ruby, Machine Learning, C++, Computer Vision",3,Bachelor,Remote
S01546,Student_1546,"GCP, Machine Learning",3,Bachelor,London
S01547,Student_1547,"Node.js, TensorFlow, C++, Docker",3,Bachelor,Bangalore
S01548,Student_1548,"Data Engineering, TensorFlow, Computer Vision, PyTorch",5,PhD,Remote
S01549,Student_1549,"Java, C++, Node.js, NLP",1,Bachelor,Singapore
S01550,Student_1550,"Java, C++, TensorFlow, Computer Vision",1,Master,Seattle
S01551,Student_1551,"Node.js, GCP, AWS, NLP, Computer Vision, Go",2,Bachelor,Austin
S01552,Student_1552,"Data Engineering, Java",1,Master,Bangalore
S01553,Student_1553,"Ruby, Computer Vision, Kubernetes, PyTorch",5,Bachelor,New York
S01554,Student_1554,"Java, GCP",2,Bachelor,London
S01555,Student_1555,"React, Docker, C++, Azure",3,Bachelor,Austin
S01556,Student_1556,"Python, GCP",2,Master,Austin
S01557,Student_1557,"Data Engineering, Ruby, GCP",2,Master,Bangalore
S01558,Student_1558,"NLP, Kubernetes",4,Master,Bangalore
S01559,Student_1559,"AWS, Go, Node.js",4,Master,San Francisco
S01560,Student_1560,"Computer Vision, TypeScript, GCP, Go, C++, AWS",1,High School,Toronto
S01561,Student_1561,"SQL, Node.js, Computer Vision, AWS, PyTorch",3,Bachelor,Singapore
S01562,Student_1562,"Ruby, NLP, React, Python",2,Bachelor,Singapore
S01563,Student_1563,"Data Engineering, Kubernetes",3,Bachelor,Seattle
S01564,Student_1564,"Go, PyTorch",2,High School,New York
S01565,Student_1565,"TensorFlow, AWS",11,Master,Seattle
S01566,Student_1566,"Node.js, GCP, Azure, NLP",6,High School,Austin
S01567,Student_1567,"TypeScript, SQL, NLP, Kubernetes, Data Engineering",4,Bachelor,San Francisco
S01568,Student_1568,"TypeScript, AWS, Python, React",3,High School,New York
S01569,Student_1569,"AWS, GCP, Computer Vision",6,Bachelor,San Francisco
S01570,Student_1570,"Azure, Go, Python",3,PhD,New York
S01571,Student_1571,"SQL, AWS, TypeScript, Kubernetes",10,High School,Austin
S01572,Student_1572,"NLP, Node.js, Java, Machine Learning, Data Engineering, SQL",6,Bachelor,London
S01573,Student_1573,"Computer Vision, Data Engineering, AWS, PyTorch, React, Kubernetes",2,Bachelor,Toronto
S01574,Student_1574,"GCP, TensorFlow, React, Docker",9,Bachelor,Berlin
S01575,Student_1575,"Azure, Go",3,Master,Remote
S01576,Student_1576,"Docker, TypeScript, TensorFlow",11,High School,New York
S01577,Student_1577,"Data Engineering, NLP, C++",10,Bachelor,Austin
S01578,Student_1578,"Ruby, PyTorch, TypeScript",4,Master,Berlin
S01579,Student_1579,"Machine Learning, PyTorch, AWS, TypeScript, React",1,PhD,Seattle
S01580,Student_1580,"TypeScript, PyTorch, C++, NLP, Go",4,High School,Seattle
S01581,Student_1581,"Kubernetes, Ruby, AWS",1,Bachelor,San Francisco
S01582,Student_1582,"React, Python",2,Master,London
S01583,Student_1583,"Python, TensorFlow, PyTorch, Data Engineering",2,Bachelor,San Francisco
S01584,Student_1584,"Docker, Azure, Computer Vision, C++, Machine Learning, PyTorch",1,Bachelor,Bangalore
S01585,Student_1585,"SQL, Data Engineering, Node.js, Azure",4,High School,Seattle
S01586,Student_1586,"C++, Kubernetes, TypeScript, NLP, Java",2,Bachelor,Bangalore
S01587,Student_1587,"TensorFlow, PyTorch, Computer Vision, AWS, SQL, GCP",3,Bachelor,San Francisco
S01588,Student_1588,"AWS, SQL, Ruby",2,Bachelor,Remote
S01589,Student_1589,"Go, AWS",5,Bachelor,Singapore
S01590,Student_1590,"NLP, TypeScript, AWS, React, Node.js",5,Bachelor,London
S01591,Student_1591,"Azure, Kubernetes, Ruby",3,Master,San Francisco
S01592,Student_1592,"PyTorch, TensorFlow, Kubernetes",5,Master,Remote
S01593,Student_1593,"GCP, Docker, Java",8,Bachelor,Toronto
S01594,Student_1594,"Python, TensorFlow, Computer Vision",0,Bachelor,London
S01595,Student_1595,"Docker, Java, Python, Azure",2,PhD,Singapore
S01596,Student_1596,"TensorFlow, React",1,Bachelor,New York
S01597,Student_1597,"Ruby, Kubernetes",2,Master,Bangalore
S01598,Student_1598,"Java, Machine Learning, AWS, Go, Kubernetes, NLP",0,Master,Toronto
S01599,Student_1599,"Azure, Go, Node.js, TensorFlow, Ruby",0,Bachelor,New York
S01600,Student_1600,"Kubernetes, GCP, PyTorch, TensorFlow",2,Bachelor,Bangalore
S01601,Student_1601,"Machine Learning, Computer Vision",2,Master,London
S01602,Student_1602,"TensorFlow, Python, React, Computer Vision",8,Bachelor,San Francisco
S01603,Student_1603,"NLP, AWS, Node.js",4,Master,Bangalore
S01604,Student_1604,"PyTorch, Java, Node.js, Azure, GCP",5,Bachelor,Seattle
S01605,Student_1605,"Kubernetes, C++, SQL, PyTorch",27,Master,Singapore
S01606,Student_1606,"Computer Vision, Data Engineering",10,Bachelor,Austin
S01607,Student_1607,"AWS, Python, TensorFlow, Machine Learning",3,Bachelor,London
S01608,Student_1608,"Kubernetes, Go, Java, TypeScript, TensorFlow, Machine Learning",2,High School,Berlin
S01609,Student_1609,"Data Engineering, SQL",2,Bachelor,Singapore
S01610,Student_1610,"SQL, TensorFlow",4,Bachelor,Seattle
S01611,Student_1611,"Python, SQL, Node.js, Machine Learning",2,Bachelor,Berlin
S01612,Student_1612,"Go, Machine Learning, Docker, Node.js, Ruby, Azure",1,Bachelor,Singapore
S01613,Student_1613,"Kubernetes, React",2,High School,Austin
S01614,Student_1614,"NLP, Computer Vision, TypeScript",4,PhD,San Francisco
S01615,Student_1615,"Kubernetes, TypeScript, Java, Computer Vision",5,Master,Austin
S01616,Student_1616,"Machine Learning, C++, Node.js, TypeScript, Computer Vision, Go",11,Bachelor,Berlin
S01617,Student_1617,"Kubernetes, Ruby",4,PhD,Toronto
S01618,Student_1618,"Java, NLP, Computer Vision, AWS, Machine Learning, Node.js",8,Bachelor,Austin
S01619,Student_1619,"Azure, Data Engineering, TypeScript, Computer Vision, Ruby, C++",3,PhD,Toronto
S01620,Student_1620,"Go, Python",3,PhD,Seattle
S01621,Student_1621,"Machine Learning, Kubernetes",3,Master,Singapore
S01622,Student_1622,"Azure, Machine Learning, Go, Kubernetes, SQL, NLP",4,Master,London
S01623,Student_1623,"Python, Data Engineering, PyTorch, Ruby, SQL",6,High School,Berlin
S01624,Student_1624,"GCP, AWS",2,Master,Singapore
S01625,Student_1625,"GCP, SQL, AWS, PyTorch, Ruby",2,Master,Bangalore
S01626,Student_1626,"Go, TensorFlow, Machine Learning",6,Bachelor,London
S01627,Student_1627,"Kubernetes, Python, TensorFlow, C++",6,Bachelor,New York
S01628,Student_1628,"TypeScript, AWS, PyTorch",9,High School,Remote
S01629,Student_1629,"TensorFlow, Python",2,Master,Toronto
S01630,Student_1630,"SQL, AWS, Kubernetes, NLP, TensorFlow",3,PhD,Remote
S01631,Student_1631,"Node.js, Data Engineering, AWS, Computer Vision, Machine Learning, GCP",7,High School,London
S01632,Student_1632,"Java, PyTorch, Go",2,Bachelor,Toronto
S01633,Student_1633,"Kubernetes, AWS, TensorFlow, Azure",5,Master,Seattle
S01634,Student_1634,"AWS, Data Engineering, Computer Vision, Go, Machine Learning",3,High School,Toronto
S01635,Student_1635,"Ruby, NLP",4,High School,Berlin
S01636,Student_1636,"TypeScript, Data Engineering",1,High School,Austin
S01637,Student_1637,"Data Engineering, TypeScript, Node.js",4,High School,London
S01638,Student_1638,"PyTorch, TypeScript, C++, Azure",8,PhD,Bangalore
S01639,Student_1639,"PyTorch, Docker, Java, Machine Learning, Azure",6,Master,Singapore
S01640,Student_1640,"Data Engineering, Machine Learning, Node.js, Kubernetes",1,PhD,San Francisco
S01641,Student_1641,"NLP, TensorFlow, Java, PyTorch, Node.js",10,Bachelor,Austin
S01642,Student_1642,"Ruby, Azure, NLP, Docker, SQL, Python",7,Master,London
S01643,Student_1643,"AWS, TypeScript, TensorFlow",1,PhD,Toronto
S01644,Student_1644,"React, TypeScript, AWS, Java",2,Master,Seattle
S01645,Student_1645,"Docker, SQL, Node.js, AWS, Ruby",1,Master,San Francisco
S01646,Student_1646,"Azure, Python, Java, GCP, AWS",4,Master,Seattle
S01647,Student_1647,"Ruby, Go, C++",2,Bachelor,Toronto
S01648,Student_1648,"Kubernetes, React, C++, Java, Computer Vision",0,Master,Remote
S01649,Student_1649,"Ruby, Python",3,Master,San Francisco
S01650,Student_1650,"SQL, Machine Learning, Python",6,Bachelor,Seattle
S01651,Student_1651,"Go, Docker, GCP, Java, TensorFlow, AWS",4,Master,Singapore
S01652,Student_1652,"PyTorch, Azure, Ruby, Machine Learning, Docker",5,Bachelor,Seattle
S01653,Student_1653,"Ruby, Docker",4,Bachelor,Bangalore
S01654,Student_1654,"AWS, TypeScript, TensorFlow, React",6,High School,Bangalore
S01655,Student_1655,"Python, React, Kubernetes, Node.js",4,Bachelor,Austin
S01656,Student_1656,"Java, Kubernetes",3,High School,Singapore
S01657,Student_1657,"PyTorch, TypeScript, Kubernetes",4,Bachelor,New York
S01658,Student_1658,"AWS, Ruby, TensorFlow, Node.js, Python, Go",9,Bachelor,Berlin
S01659,Student_1659,"GCP, SQL, Machine Learning",5,Bachelor,Austin
S01660,Student_1660,"React, TensorFlow",1,High School,Singapore
S01661,Student_1661,"SQL, Azure, Docker, Computer Vision, Go, Data Engineering",4,Bachelor,London
S01662,Student_1662,"SQL, AWS, TypeScript, TensorFlow",4,Bachelor,Austin
S01663,Student_1663,"TensorFlow, Kubernetes, React, Python, SQL",3,High School,Remote
S01664,Student_1664,"TypeScript, NLP, Python, TensorFlow, SQL, C++",0,Master,London
S01665,Student_1665,"Computer Vision, Go, Machine Learning, AWS, Data Engineering",2,Bachelor,Singapore
S01666,Student_1666,"Azure, C++, GCP, Computer Vision",2,PhD,Remote
S01667,Student_1667,"Docker, Ruby, Python",11,Bachelor,Bangalore
S01668,Student_1668,"SQL, Python, React, TypeScript, Docker, Ruby",5,Bachelor,London
S01669,Student_1669,"SQL, GCP, Azure, React",1,PhD,London
S01670,Student_1670,"NLP, TensorFlow, AWS, Docker, PyTorch, Machine Learning",3,PhD,Remote
S01671,Student_1671,"Azure, React, Data Engineering, Kubernetes, TypeScript",8,Master,Berlin
S01672,Student_1672,"PyTorch, Node.js, GCP",2,Master,Bangalore
S01673,Student_1673,"SQL, Azure",7,PhD,Singapore
S01674,Student_1674,"Node.js, Docker, C++, Machine Learning, React",1,Bachelor,Bangalore
S01675,Student_1675,"AWS, Azure, Machine Learning",0,High School,Remote
S01676,Student_1676,"Data Engineering, AWS, Python, TensorFlow, SQL",7,Bachelor,Singapore
S01677,Student_1677,"Kubernetes, Docker, SQL, Node.js, NLP",2,Bachelor,Seattle
S01678,Student_1678,"Data Engineering, SQL, React, C++, NLP",2,Bachelor,Seattle
S01679,Student_1679,"SQL, Kubernetes, TypeScript, Azure, Python, Data Engineering",4,Master,Austin
S01680,Student_1680,"Ruby, C++, Python, GCP",5,Master,Singapore
S01681,Student_1681,"Computer Vision, SQL, AWS, NLP, Kubernetes",0,Master,Bangalore
S01682,Student_1682,"Computer Vision, Ruby, PyTorch, Node.js, Java",2,PhD,Toronto
S01683,Student_1683,"Machine Learning, Python, Node.js",3,Master,Berlin
S01684,Student_1684,"React, Go",5,Bachelor,Singapore
S01685,Student_1685,"SQL, Node.js, Azure, Ruby, PyTorch",1,Master,Singapore
S01686,Student_1686,"AWS, Kubernetes",3,Bachelor,Austin
S01687,Student_1687,"Java, Data Engineering, Ruby, Python",2,Bachelor,Toronto
S01688,Student_1688,"Azure, TensorFlow",4,Master,Bangalore
S01689,Student_1689,"Computer Vision, SQL, Docker",7,Bachelor,Singapore
S01690,Student_1690,"GCP, Docker, Data Engineering, Java, Node.js, NLP",3,Master,Berlin
S01691,Student_1691,"Machine Learning, React, Java, TypeScript, SQL",1,Bachelor,New York
S01692,Student_1692,"PyTorch, Data Engineering, GCP",2,High School,Remote
S01693,Student_1693,"Node.js, TypeScript",10,High School,Austin
S01694,Student_1694,"SQL, React, Azure, AWS, Docker, Node.js",2,Bachelor,Bangalore
S01695,Student_1695,"React, C++",1,Bachelor,Austin
S01696,Student_1696,"Docker, Computer Vision, Kubernetes, Machine Learning, Python",2,Bachelor,Austin
S01697,Student_1697,"Computer Vision, Azure, TensorFlow, Kubernetes",3,Master,London
S01698,Student_1698,"SQL, Kubernetes, Machine Learning, Python",2,Bachelor,Remote
S01699,Student_1699,"PyTorch, TypeScript, Azure, C++",1,Bachelor,Singapore
S01700,Student_1700,"Machine Learning, NLP",4,Master,San Francisco
S01701,Student_1701,"React, Ruby",4,Bachelor,Singapore
S01702,Student_1702,"Computer Vision, Go, AWS, PyTorch, SQL, Kubernetes",5,Bachelor,Bangalore
S01703,Student_1703,"Data Engineering, GCP, Node.js, C++, Kubernetes, TypeScript",4,Bachelor,Remote
S01704,Student_1704,"React, Data Engineering, GCP, AWS",10,Master,Toronto
S01705,Student_1705,"Azure, Docker, TypeScript, PyTorch, Ruby",6,PhD,Toronto
S01706,Student_1706,"React, Data Engineering, Computer Vision, TypeScript, Machine Learning, Ruby",5,Bachelor,Seattle
S01707,Student_1707,"Machine Learning, Node.js, Kubernetes, GCP, PyTorch, SQL",7,High School,Seattle
S01708,Student_1708,"Machine Learning, Ruby, TensorFlow, C++, Java, Data Engineering",4,Bachelor,London
S01709,Student_1709,"Computer Vision, Node.js",3,Master,Toronto
S01710,Student_1710,"Machine Learning, SQL",4,Master,New York
S01711,Student_1711,"Docker, Machine Learning, PyTorch",0,Master,Seattle
S01712,Student_1712,"Azure, Machine Learning, NLP, React, Kubernetes",4,Bachelor,Austin
S01713,Student_1713,"TypeScript, AWS, SQL, Docker, Azure, React",3,PhD,Toronto
S01714,Student_1714,"Kubernetes, TensorFlow, Machine Learning, Java, Docker",5,Bachelor,New York
S01715,Student_1715,"Ruby, Azure, Data Engineering, NLP, GCP, React",7,Bachelor,Singapore
S01716,Student_1716,"AWS, React, Kubernetes, TensorFlow",5,Bachelor,Singapore
S01717,Student_1717,"PyTorch, Ruby, TypeScript, Computer Vision, Kubernetes, Java",2,Bachelor,London
S01718,Student_1718,"SQL, C++, Computer Vision",6,Bachelor,Singapore
S01719,Student_1719,"GCP, AWS, Azure, Kubernetes, Java, SQL",10,Bachelor,Toronto
S01720,Student_1720,"React, Java, Kubernetes, Node.js, AWS",7,PhD,Berlin
S01721,Student_1721,"AWS, C++, Go",1,Master,London
S01722,Student_1722,"TypeScript, SQL",5,PhD,Bangalore
S01723,Student_1723,"C++, Python, TensorFlow, Ruby, Azure, AWS",1,Bachelor,Singapore
S01724,Student_1724,"Data Engineering, PyTorch, Machine Learning, TypeScript, Kubernetes",3,PhD,San Francisco
S01725,Student_1725,"Computer Vision, TensorFlow, Node.js, Docker, Machine Learning",4,PhD,San Francisco
S01726,Student_1726,"Docker, React, TypeScript, GCP",4,Bachelor,Austin
S01727,Student_1727,"Data Engineering, PyTorch, Docker, GCP",7,Master,New York
S01728,Student_1728,"AWS, PyTorch, GCP, C++, SQL",10,PhD,New York
S01729,Student_1729,"Machine Learning, Ruby, NLP",5,Master,Remote
