Candidate ID,Skills,Experience Years,Education,Certifications,Projects
C_254,"AWS,Power BI,Agile",2,Bachelor,,2
C_255,"Deep Learning,React,Communication,Node.js,Kubernetes,Excel,Java",15,PhD,,0
C_256,"Python,Azure,C++",1,PhD,"Data Science Professional,PMP,Scrum Master",3
C_257,"Pandas,Agile,Excel,Scrum,Leadership,Deep Learning,Azure,CI/CD",9,High School,Google Cloud Engineer,4
C_258,"React,Communication,Agile,Scrum,Pandas,GCP,Node.js",7,High School,,3
C_259,"TypeScript,Leadership,SQL",9,Master,AWS Solutions Architect,0
C_260,"Git,Python,Java,Power BI",11,Bachelor,"Google Cloud Engineer,PMP",1
C_261,"CI/CD,Machine Learning,Python,Docker,Node.js,Azure",2,Bachelor,,3
C_262,"Tableau,Kubernetes,SQL,Power BI,Communication,Java,Git,Leadership,Azure",3,Master,,1
C_263,"Python,SQL,CI/CD,AWS,Git,Power BI,Kubernetes,React,Deep Learning,Pandas",1,Bachelor,"Google Cloud Engineer,PMP,Machine Learning Specialization",3
C_264,"Azure,Pandas,Communication,Kubernetes,Machine Learning,Tableau,SQL",5,Bachelor,,3
C_265,"TypeScript,GCP,Docker",2,Bachelor,,2
C_266,"GCP,Communication,CI/CD,Leadership,AWS",14,Bachelor,"Google Cloud Engineer,Data Science Professional,Machine Learning Specialization",1
C_267,"Node.js,Python",7,Bachelor,,2
C_268,"Scrum,React",9,Bachelor,Scrum Master,3
C_269,"Deep Learning,Git",8,High School,Data Science Professional,3
C_270,"TypeScript,Pandas,Communication,Machine Learning,Tableau,Deep Learning,React",2,Bachelor,,3
C_271,"AWS,GCP,Azure,Docker",12,Master,"PMP,Scrum Master",2
C_272,"Pandas,C++,Deep Learning,Communication,Machine Learning",4,Bachelor,"Scrum Master,PMP,Machine Learning Specialization",0
C_273,"Kubernetes,C++,TypeScript,GCP,Scrum,Azure,Machine Learning,Pandas,Java,React",9,Master,,1
C_274,"Deep Learning,Pandas,AWS,Kubernetes,React,Tableau,SQL",9,Bachelor,AWS Solutions Architect,3
C_275,"Excel,CI/CD,AWS,Machine Learning,TypeScript,Agile,Deep Learning,Communication,Python",1,Master,Google Cloud Engineer,1
C_276,"Kubernetes,Scrum,Agile,Git,Pandas,Communication,Azure,Leadership",0,PhD,Machine Learning Specialization,3
C_277,"Pandas,Docker,Machine Learning,SQL",14,High School,"Machine Learning Specialization,Scrum Master,Data Science Professional",0
C_278,"Scrum,Node.js,Java,Kubernetes,C++,CI/CD,Azure,Excel",14,Master,,4
C_279,"Agile,GCP,Power BI,Node.js,Excel",15,High School,"Scrum Master,Google Cloud Engineer",3
C_280,"Agile,Tableau,AWS,Excel,Python",12,Master,"Scrum Master,Data Science Professional",3
C_281,"Communication,Tableau,Docker,React,Azure,Java,Python",10,Bachelor,,2
C_282,"Power BI,Tableau",11,Master,Google Cloud Engineer,0
C_283,"Scrum,AWS,Azure,Excel,CI/CD",1,Master,Data Science Professional,3
C_284,"Java,CI/CD,AWS,Communication,Docker,Kubernetes,Python",11,PhD,Data Science Professional,1
C_285,"Excel,GCP,Java,Power BI,SQL,Pandas,Leadership,AWS,Tableau",0,Bachelor,,2
C_286,"Deep Learning,Docker,Git,Java,SQL",0,Bachelor,AWS Solutions Architect,4
C_287,"Pandas,Kubernetes,Scrum,React,Communication,Machine Learning,Docker",9,Bachelor,Machine Learning Specialization,3
C_288,"Agile,Docker,Java,Excel,Leadership,Kubernetes,AWS,Scrum,React",9,Master,"Google Cloud Engineer,Machine Learning Specialization",5
C_289,"Git,Communication",12,Master,,1
C_290,"Leadership,AWS,Agile,Communication,Machine Learning,Power BI,Deep Learning",10,Master,PMP,2
C_291,"Agile,Pandas,Git,Scrum",10,Bachelor,"Google Cloud Engineer,Machine Learning Specialization",5
C_292,"Kubernetes,Azure,Machine Learning",0,High School,"Machine Learning Specialization,Scrum Master,Google Cloud Engineer",3
C_293,"React,Kubernetes,Excel,CI/CD,Machine Learning,Power BI,AWS,Java,TypeScript",2,Master,,2
C_294,"Docker,Azure",3,High School,Scrum Master,1
C_295,"Excel,Pandas,Docker",15,Master,"Machine Learning Specialization,Google Cloud Engineer,Scrum Master",1
C_296,"Machine Learning,Docker",6,PhD,"Machine Learning Specialization,Data Science Professional,PMP",5
C_297,"GCP,AWS,Machine Learning,SQL,React,Communication",15,Bachelor,"AWS Solutions Architect,Scrum Master",0
C_298,"Scrum,Agile,Leadership,Power BI,C++,Machine Learning",0,Bachelor,"AWS Solutions Architect,Scrum Master",0
C_299,"React,Power BI,Git,Azure,Pandas,Excel",12,Bachelor,"PMP,Google Cloud Engineer,Scrum Master",0
C_300,"TypeScript,CI/CD,Azure,AWS,Scrum,Communication",1,Bachelor,,0
C_301,"Excel,Node.js,Communication,AWS,CI/CD,SQL,React",13,PhD,"Data Science Professional,Google Cloud Engineer,Scrum Master",2
C_302,"React,Git,SQL",4,Bachelor,"Google Cloud Engineer,Machine Learning Specialization,Data Science Professional",1
C_303,"SQL,Node.js,Pandas,Scrum",13,Bachelor,Data Science Professional,2
C_304,"CI/CD,Pandas,Git,React,Excel,Agile,Leadership",10,Master,"AWS Solutions Architect,Data Science Professional,Scrum Master",0
C_305,"Deep Learning,CI/CD,Communication,Scrum,Agile,Machine Learning,Leadership,Excel",9,Master,"Scrum Master,PMP",3
C_306,"Communication,Leadership,Power BI,SQL,Java,Azure,React,Deep Learning,Excel",1,Bachelor,"Machine Learning Specialization,Google Cloud Engineer",0
C_307,"Azure,Kubernetes,Python,Docker,GCP,Leadership,CI/CD,Power BI,Machine Learning",7,Bachelor,"PMP,Machine Learning Specialization,Scrum Master",4
C_308,"C++,TypeScript,Node.js",15,Master,"AWS Solutions Architect,Data Science Professional",1
C_309,"GCP,Git,Tableau",12,Bachelor,,1
C_310,"C++,SQL,AWS,TypeScript,Kubernetes",6,Bachelor,"Data Science Professional,Scrum Master,AWS Solutions Architect",5
C_311,"AWS,Kubernetes",15,Bachelor,Scrum Master,4
C_312,"Kubernetes,CI/CD,Java,Azure,Pandas,GCP,Python,React,SQL,Leadership",6,Master,Machine Learning Specialization,1
C_313,"Agile,Node.js,Tableau,Python,CI/CD,Power BI",4,Master,,1
C_314,"Leadership,GCP,Agile,Azure,Node.js,React",11,Bachelor,Scrum Master,2
C_315,"Leadership,React,Communication,Machine Learning,Python,Tableau,Kubernetes,GCP,Scrum,Docker",3,Bachelor,"PMP,Machine Learning Specialization",2
C_316,"Agile,Git,CI/CD,GCP,C++,Deep Learning",7,Master,"Machine Learning Specialization,PMP,Google Cloud Engineer",5
C_317,"Agile,Power BI",9,Bachelor,"Scrum Master,Machine Learning Specialization,AWS Solutions Architect",4
C_318,"Docker,CI/CD,Git,AWS,Scrum",15,PhD,"Data Science Professional,PMP",1
C_319,"Java,GCP,Machine Learning,Power BI,Deep Learning,Azure,Excel,CI/CD,Docker,Agile",2,Bachelor,Machine Learning Specialization,2
C_320,"Docker,Kubernetes,Azure,Communication,GCP,TypeScript,Machine Learning,Power BI",1,Master,,3
C_321,"Tableau,Machine Learning,Scrum,React,GCP",13,High School,Google Cloud Engineer,1
C_322,"Node.js,Communication,TypeScript,Deep Learning,Docker,Java,Pandas",15,Bachelor,PMP,5
C_323,"Python,TypeScript",8,Bachelor,Data Science Professional,1
C_324,"Pandas,Deep Learning,Leadership,Node.js,Agile,React,Scrum,Power BI,Communication",0,High School,Machine Learning Specialization,2
C_325,"Docker,Tableau",6,High School,,5
C_326,"AWS,Git,Kubernetes,GCP,Deep Learning",3,Bachelor,"Google Cloud Engineer,AWS Solutions Architect",0
C_327,"GCP,TypeScript,Tableau,Leadership,Scrum,Docker",13,Master,PMP,3
C_328,"C++,Java,React,Python,AWS,Leadership,Deep Learning",6,Master,AWS Solutions Architect,2
C_329,"React,Agile",8,Master,,4
C_330,"Scrum,Machine Learning",0,High School,,3
C_331,"React,Machine Learning,Excel,Azure,Power BI,Deep Learning,C++,Python,GCP",13,Master,"Data Science Professional,Machine Learning Specialization",5
C_332,"Node.js,Machine Learning,Tableau,CI/CD",3,Bachelor,,3
C_333,"Leadership,C++,Azure,Tableau,Kubernetes",13,Bachelor,,4
C_334,"C++,Git,Power BI,Docker,AWS,Python,Communication,Pandas,Machine Learning",15,Bachelor,,4
C_335,"CI/CD,Machine Learning,Azure",7,Bachelor,"PMP,Scrum Master",0
C_336,"Java,SQL,GCP",11,Master,"Scrum Master,AWS Solutions Architect",0
C_337,"Python,Deep Learning",5,Bachelor,"Data Science Professional,PMP,AWS Solutions Architect",2
C_338,"Java,Machine Learning,React,Scrum,TypeScript,Azure,Agile",15,Master,AWS Solutions Architect,1
C_339,"Java,Machine Learning",13,PhD,"Data Science Professional,Scrum Master,Google Cloud Engineer",4
C_340,"Kubernetes,Leadership,Python,Deep Learning,Power BI,Git,Machine Learning,Node.js",14,High School,"Machine Learning Specialization,PMP",0
C_341,"CI/CD,Communication,Git,AWS,Docker,Tableau,Scrum,Machine Learning,Node.js,Leadership",7,Bachelor,"Google Cloud Engineer,Data Science Professional,AWS Solutions Architect",0
C_342,"Tableau,Power BI,Java,Pandas",15,Bachelor,"PMP,AWS Solutions Architect",4
C_343,"Excel,Agile,React,AWS,Pandas",14,Bachelor,"AWS Solutions Architect,Scrum Master,Data Science Professional",2
C_344,"Power BI,CI/CD,Agile",0,Bachelor,"AWS Solutions Architect,Data Science Professional,Machine Learning Specialization",0
C_345,"Tableau,Excel,C++,Agile,TypeScript,Docker",11,Master,Scrum Master,2
C_346,"Leadership,CI/CD,Power BI,Kubernetes,TypeScript,Machine Learning,Communication,AWS,Python,Java",11,Master,"Data Science Professional,Machine Learning Specialization",2
C_347,"SQL,Java,Power BI",4,Master,"AWS Solutions Architect,PMP,Google Cloud Engineer",1
C_348,"React,C++,TypeScript",6,Master,,3
C_349,"Agile,Scrum",3,Master,"Scrum Master,Data Science Professional,Google Cloud Engineer",3
C_350,"Tableau,CI/CD",1,Bachelor,"Data Science Professional,Scrum Master,Google Cloud Engineer",5
C_351,"CI/CD,Deep Learning,Machine Learning,React",10,Bachelor,"Scrum Master,Data Science Professional,Google Cloud Engineer",2
C_352,"Docker,GCP,TypeScript,Deep Learning,Agile,Node.js,Tableau,Git",10,Master,Google Cloud Engineer,1
C_353,"Scrum,Kubernetes,CI/CD,Deep Learning,Java,Tableau",10,Master,"Data Science Professional,Scrum Master",4
C_354,"Scrum,Excel,GCP,Node.js,Python,Tableau,Machine Learning,Leadership",12,Bachelor,,1
C_355,"Java,GCP,Scrum,Azure,Deep Learning,SQL",9,Bachelor,,2
C_356,"Machine Learning,Leadership,Scrum,Excel,AWS,Agile,React,Git,GCP",1,PhD,"Scrum Master,PMP,AWS Solutions Architect",0
C_357,"C++,Leadership,TypeScript,AWS,Kubernetes,Communication",6,Master,PMP,3
C_358,"Scrum,Pandas,Java,CI/CD",3,Bachelor,"PMP,Data Science Professional,Machine Learning Specialization",1
C_359,"Communication,Azure,Python,Docker",14,Master,AWS Solutions Architect,1
C_360,"Leadership,SQL,Agile,CI/CD,GCP,Power BI,Excel",11,High School,"Data Science Professional,Google Cloud Engineer",1
C_361,"Pandas,Tableau,Java,Node.js,Excel,Leadership,React,CI/CD,Kubernetes,Machine Learning",6,Master,"PMP,Machine Learning Specialization",1
C_362,"Power BI,Excel,Agile,Python,Machine Learning,Kubernetes,TypeScript,AWS,Tableau,Scrum",10,Bachelor,,3
C_363,"Excel,GCP,Python,Tableau,Kubernetes,Agile",14,Bachelor,"Machine Learning Specialization,Google Cloud Engineer",2
C_364,"Pandas,Machine Learning,Java,Excel,Agile,Python,CI/CD,C++,Tableau,Node.js",13,Master,Data Science Professional,5
C_365,"Agile,Pandas,Scrum,Deep Learning,Python,TypeScript,Docker,SQL",2,High School,PMP,4
C_366,"Communication,AWS,Azure",13,Bachelor,"Scrum Master,PMP,AWS Solutions Architect",3
C_367,"Excel,Python,Agile",2,Master,,5
C_368,"Kubernetes,Tableau,Machine Learning",9,Master,"Data Science Professional,AWS Solutions Architect",2
C_369,"React,CI/CD,Scrum,Python,Power BI,Java,Excel,AWS,Deep Learning",12,Master,"Machine Learning Specialization,Google Cloud Engineer",2
C_370,"Python,Excel,Git,Deep Learning,Machine Learning,SQL,CI/CD",12,Bachelor,,2
C_371,"CI/CD,Kubernetes,C++,Node.js,Agile",4,Bachelor,Data Science Professional,2
C_372,"Machine Learning,Java,Scrum,Communication,SQL",14,Master,,2
C_373,"Azure,Machine Learning,C++",15,PhD,"Google Cloud Engineer,Machine Learning Specialization",0
C_374,"Leadership,Pandas,C++,Docker,Power BI,TypeScript",10,Master,"Machine Learning Specialization,Data Science Professional",1
C_375,"Docker,Node.js,Java,Python,CI/CD,AWS,Communication",13,Bachelor,"Google Cloud Engineer,PMP",3
C_376,"TypeScript,Kubernetes,GCP,Power BI,Excel,Machine Learning,Java,Pandas,Azure",4,Master,PMP,5
C_377,"CI/CD,Pandas,Python",0,Master,"Data Science Professional,Google Cloud Engineer,AWS Solutions Architect",4
C_378,"Excel,CI/CD,Power BI,Agile,Deep Learning,Kubernetes",12,Bachelor,"Google Cloud Engineer,Scrum Master",4
C_379,"Pandas,React,Kubernetes,Tableau,Python,AWS,Java,Agile,Deep Learning,Communication",5,Bachelor,Machine Learning Specialization,5
C_380,"Kubernetes,SQL,AWS,Power BI,Scrum,Pandas,Azure,CI/CD,Leadership",1,Master,"Scrum Master,Machine Learning Specialization",3
C_381,"SQL,Agile",10,Bachelor,"Machine Learning Specialization,PMP",4
C_382,"Communication,Java,React,Agile,Scrum,Kubernetes,Pandas,Tableau,Azure,C++",7,Bachelor,"PMP,Scrum Master",3
C_383,"Tableau,Deep Learning",14,Bachelor,,4
C_384,"C++,Deep Learning,Java,Scrum,Kubernetes,Machine Learning",7,Bachelor,"Machine Learning Specialization,AWS Solutions Architect",3
C_385,"Power BI,C++,Communication,Java,Node.js,Python,AWS,SQL,Deep Learning",5,Bachelor,,4
C_386,"SQL,Java,Azure,Tableau",12,Bachelor,,5
C_387,"Pandas,C++,TypeScript,Leadership,Power BI,Agile",5,Bachelor,"Data Science Professional,Google Cloud Engineer,Machine Learning Specialization",4
C_388,"Azure,Java,Scrum,Docker,TypeScript,Communication,Pandas,AWS,React,C++",4,Bachelor,Data Science Professional,4
C_389,"Deep Learning,Leadership,Machine Learning,Java,Power BI,SQL,Excel,Tableau",3,High School,Data Science Professional,4
C_390,"Scrum,Agile",13,Bachelor,"AWS Solutions Architect,Data Science Professional",3
C_391,"Power BI,React,Kubernetes,Communication,CI/CD",3,Bachelor,"Scrum Master,Google Cloud Engineer",0
C_392,"Leadership,Excel,Node.js,Azure,C++,Python",0,Bachelor,,4
C_393,"React,Agile",6,Master,"Scrum Master,PMP",0
C_394,"Node.js,Agile,Communication,Azure",8,Master,"Data Science Professional,PMP,Machine Learning Specialization",5
C_395,"C++,Node.js,Excel,Scrum,Power BI,Java,Kubernetes,Leadership",8,PhD,"Machine Learning Specialization,Scrum Master",5
C_396,"Scrum,Machine Learning,CI/CD,AWS",14,Master,AWS Solutions Architect,1
C_397,"React,Docker,Excel,Leadership,SQL,Java,CI/CD,Python,Pandas,Node.js",4,Bachelor,"AWS Solutions Architect,Machine Learning Specialization,PMP",1
C_398,"Pandas,Leadership,SQL,React,Agile,Tableau,GCP",1,PhD,Machine Learning Specialization,3
C_399,"Python,C++,Scrum,Tableau,GCP,Git,SQL,Agile,AWS",5,Master,"Google Cloud Engineer,AWS Solutions Architect",1
C_400,"Azure,React,Kubernetes",12,Bachelor,Data Science Professional,0
C_401,"Pandas,Excel,GCP",11,Bachelor,"Google Cloud Engineer,Data Science Professional",1
C_402,"React,Communication,Python,Azure,Java,Node.js,Tableau,Machine Learning,Pandas",9,Bachelor,,4
C_403,"Excel,Communication,Azure,TypeScript,React,Git",15,Master,"Scrum Master,Machine Learning Specialization",4
C_404,"Power BI,Machine Learning",8,High School,Machine Learning Specialization,5
C_405,"Docker,Node.js,Kubernetes,Tableau,Excel",0,Master,"Google Cloud Engineer,PMP",0
C_406,"Scrum,Docker,Pandas,Excel,Java,Power BI,Git,Kubernetes",6,Master,"Google Cloud Engineer,Machine Learning Specialization",3
C_407,"AWS,CI/CD,Azure,C++,Leadership",11,Bachelor,,0
C_408,"Scrum,Power BI,Leadership",0,Master,,3
C_409,"Leadership,Docker,Power BI,Communication,Azure,Scrum,Java",8,Bachelor,AWS Solutions Architect,4
C_410,"Power BI,Excel,SQL,Tableau,Kubernetes,React,Java,TypeScript",3,Master,"PMP,AWS Solutions Architect,Data Science Professional",5
C_411,"React,Communication,Machine Learning,Docker,Kubernetes",8,Bachelor,"Google Cloud Engineer,PMP",3
C_412,"Kubernetes,Java,Power BI,Node.js,C++,Agile,CI/CD",11,Master,"Scrum Master,Google Cloud Engineer",4
C_413,"Communication,Scrum,AWS,Machine Learning",8,Master,"Scrum Master,Google Cloud Engineer,Data Science Professional",5
C_414,"Power BI,Python,Java,Node.js",15,Bachelor,"Scrum Master,PMP",2
C_415,"Communication,SQL,React,Machine Learning,Java,Git,C++,Azure,Power BI,Node.js",3,Bachelor,"PMP,Machine Learning Specialization",2
C_416,"Excel,Azure,Kubernetes,Python,Node.js,Machine Learning,Scrum,C++,Java,React",9,Bachelor,"Machine Learning Specialization,Scrum Master,AWS Solutions Architect",3
C_417,"TypeScript,Agile,Deep Learning,Java,Docker,Node.js",12,Master,,0
C_418,"Docker,AWS,Agile,GCP",8,Master,"PMP,Scrum Master,Machine Learning Specialization",5
C_419,"TypeScript,Node.js,Java,Scrum,Python,Deep Learning,AWS,Azure,Pandas,Machine Learning",5,Bachelor,,0
C_420,"Excel,SQL,Python,React,Tableau,Pandas,Machine Learning,Azure,Deep Learning",2,Master,"PMP,Google Cloud Engineer,Data Science Professional",5
C_421,"TypeScript,Agile,Deep Learning,Scrum,Tableau,Java",0,High School,"PMP,Scrum Master",3
C_422,"Azure,Excel,TypeScript,Deep Learning,Git,Java,Scrum,Node.js,GCP,Leadership",11,Bachelor,AWS Solutions Architect,3
C_423,"Kubernetes,Node.js,Azure,Deep Learning,GCP,Python",0,Bachelor,PMP,2
C_424,"Excel,Python,Power BI,Scrum,GCP,Git,Node.js,Leadership,AWS",0,Bachelor,Scrum Master,4
C_425,"React,AWS,Java,Agile,CI/CD,Leadership,Git,Azure",2,Bachelor,Data Science Professional,4
C_426,"GCP,Agile,Excel,Azure,Node.js,C++",2,Bachelor,"AWS Solutions Architect,Scrum Master",4
C_427,"Azure,Git,Leadership,Power BI,C++,Docker,Python,Deep Learning,SQL",0,Bachelor,,2
C_428,"Deep Learning,Git,TypeScript,Python,AWS,Pandas",4,High School,PMP,3
C_429,"Power BI,Kubernetes,TypeScript,SQL,Docker,Pandas",4,High School,"AWS Solutions Architect,Data Science Professional,Scrum Master",1
C_430,"Azure,React,Python,Machine Learning,Git",7,Bachelor,"Google Cloud Engineer,AWS Solutions Architect,Machine Learning Specialization",3
C_431,"Tableau,Scrum,C++",15,Bachelor,"PMP,Google Cloud Engineer",5
C_432,"CI/CD,Excel",3,Bachelor,"Google Cloud Engineer,PMP",0
C_433,"Machine Learning,AWS,Agile,Node.js,Docker",0,Bachelor,"Data Science Professional,AWS Solutions Architect",3
C_434,"Python,SQL,Communication,Git,Power BI",4,Bachelor,,1
C_435,"Power BI,Pandas,Scrum,Leadership",10,PhD,,0
C_436,"Agile,Deep Learning,Excel,Machine Learning,Git,Power BI,AWS",10,PhD,"Scrum Master,Google Cloud Engineer",0
C_437,"Kubernetes,Deep Learning,Azure,SQL,Power BI,TypeScript,Excel,GCP",15,Bachelor,Data Science Professional,2
C_438,"CI/CD,TypeScript,Azure,Leadership,Excel,Java,Pandas",4,Bachelor,"Data Science Professional,PMP",3
C_439,"Agile,Tableau",12,Master,,4
C_440,"Leadership,AWS,Docker,Pandas,Excel,React,C++",15,Master,Data Science Professional,2
C_441,"Node.js,Agile,Docker,Machine Learning,Git,Tableau,Pandas",1,Master,Google Cloud Engineer,0
C_442,"Machine Learning,Power BI,C++,SQL,Communication",12,Master,"AWS Solutions Architect,PMP",1
C_443,"Python,C++,Agile",15,PhD,,3
C_444,"Kubernetes,Excel",13,Master,,4
C_445,"Tableau,SQL,Pandas,GCP,Scrum,C++",3,Bachelor,Data Science Professional,3
C_446,"C++,Tableau,Scrum,AWS,Communication",5,Bachelor,"Machine Learning Specialization,AWS Solutions Architect,PMP",5
C_447,"Git,Scrum,Node.js,Machine Learning,Java,Leadership,Excel,React,Docker",5,Bachelor,"PMP,Machine Learning Specialization,Data Science Professional",2
C_448,"Agile,Node.js,Docker,Leadership,AWS,Communication,Excel,C++",12,Master,"PMP,Scrum Master",3
C_449,"Python,SQL,GCP,Leadership,CI/CD,Tableau,Deep Learning,Scrum",0,Bachelor,Google Cloud Engineer,2
C_450,"Git,Azure",4,High School,"PMP,Google Cloud Engineer,Data Science Professional",2
C_451,"Communication,AWS,Git,Azure,GCP,Pandas,React",6,Master,"Scrum Master,Google Cloud Engineer",3
C_452,"Leadership,Agile,GCP",1,Master,"AWS Solutions Architect,Machine Learning Specialization,PMP",2
C_453,"Node.js,Machine Learning,AWS,Agile,Leadership,Python,React,SQL",9,Bachelor,"Data Science Professional,Machine Learning Specialization",1
C_454,"Tableau,Git,AWS,Deep Learning,SQL,React,TypeScript",2,Bachelor,"Scrum Master,Google Cloud Engineer",1
C_455,"Pandas,Power BI,Communication,SQL,Excel,React,Azure",2,Bachelor,"Machine Learning Specialization,Google Cloud Engineer,Data Science Professional",3
C_456,"C++,Power BI,React,Agile,Communication,CI/CD,Excel,Tableau,AWS,Machine Learning",2,Bachelor,"PMP,Data Science Professional,AWS Solutions Architect",0
C_457,"Node.js,Kubernetes,Git,C++,Docker,Scrum,Python,GCP",5,PhD,"Data Science Professional,Google Cloud Engineer,Scrum Master",0
C_458,"C++,Scrum,Kubernetes,Deep Learning,CI/CD",2,Bachelor,,1
C_459,"GCP,Python,Docker,Git",3,Bachelor,"AWS Solutions Architect,PMP,Google Cloud Engineer",5
C_460,"C++,CI/CD,Excel,Tableau,Azure,Scrum,Power BI,Deep Learning,Python,Git",1,Bachelor,,2
C_461,"Git,Leadership,Azure,SQL,TypeScript",0,High School,"Machine Learning Specialization,PMP",0
C_462,"GCP,Agile",12,Bachelor,"Data Science Professional,AWS Solutions Architect,PMP",3
C_463,"Pandas,Java,C++,Tableau,TypeScript,Excel,Python,SQL,AWS,Leadership",9,Bachelor,"Machine Learning Specialization,Google Cloud Engineer,AWS Solutions Architect",2
C_464,"Kubernetes,Agile,GCP,AWS,Tableau,Azure,SQL",8,Master,,4
C_465,"AWS,Deep Learning,Docker,React,Git,Pandas",12,Bachelor,Scrum Master,1
C_466,"Node.js,GCP,Leadership,Docker",14,Bachelor,Machine Learning Specialization,1
C_467,"Scrum,C++,Deep Learning,GCP,Tableau,CI/CD,Node.js,Communication,Java,Power BI",2,Bachelor,,1
C_468,"Deep Learning,Python,Docker,Node.js,Agile,GCP,TypeScript",8,Bachelor,AWS Solutions Architect,1
C_469,"Python,Leadership,Azure,Communication",7,Bachelor,Machine Learning Specialization,0
C_470,"Pandas,Git,Power BI,Deep Learning,Tableau,Scrum,Kubernetes",5,Master,"Scrum Master,Google Cloud Engineer,Data Science Professional",1
C_471,"SQL,Node.js,Python,Azure,AWS",6,Master,,1
C_472,"Leadership,Power BI,Docker,TypeScript,AWS,Node.js,React,SQL,Excel",10,Bachelor,,4
C_473,"TypeScript,SQL,AWS",12,PhD,,4
C_474,"Tableau,Agile,SQL,C++,GCP,TypeScript,React,Leadership",9,Bachelor,"PMP,Data Science Professional,AWS Solutions Architect",5
C_475,"Deep Learning,TypeScript,Agile,Git,Pandas,Tableau,Machine Learning,Java,CI/CD,C++",13,Bachelor,,1
C_476,"Communication,Git,C++,TypeScript,Pandas,Azure,Docker,Java,Machine Learning",2,Bachelor,"Machine Learning Specialization,PMP,AWS Solutions Architect",4
C_477,"CI/CD,Tableau,Leadership,Java,React,Excel,Scrum,SQL",5,PhD,Google Cloud Engineer,1
C_478,"Git,SQL,Node.js,GCP",9,Master,"PMP,Google Cloud Engineer,AWS Solutions Architect",1
C_479,"Python,Leadership,Azure,TypeScript,Power BI",15,Bachelor,,4
C_480,"AWS,C++,Communication,Power BI,TypeScript,Node.js,Leadership,Pandas,Python",7,Master,"Data Science Professional,Machine Learning Specialization",1
C_481,"Java,Deep Learning",1,Master,,1
C_482,"Scrum,Communication",9,Bachelor,,0
C_483,"Node.js,Java,Scrum",9,Master,Scrum Master,5
C_484,"SQL,Pandas,GCP,Docker,Kubernetes,React,Git",13,Master,,2
C_485,"Deep Learning,Machine Learning,Azure,Docker,Tableau,Node.js,Leadership,C++,Excel",1,Bachelor,,3
C_486,"Node.js,Leadership,Docker,Azure,Tableau,Communication",11,PhD,"Data Science Professional,Scrum Master,Machine Learning Specialization",1
C_487,"Git,GCP,C++,Python,Machine Learning",0,Bachelor,,5
C_488,"Leadership,Node.js,SQL,Docker,Kubernetes",6,High School,Machine Learning Specialization,2
C_489,"Pandas,GCP,Git,Tableau,Excel,Docker",0,Bachelor,"PMP,Scrum Master",5
C_490,"Java,C++",10,Master,"Scrum Master,AWS Solutions Architect,Google Cloud Engineer",3
C_491,"Agile,TypeScript,Excel,Docker",14,Master,"Machine Learning Specialization,AWS Solutions Architect,PMP",4
C_492,"Excel,CI/CD,Python,C++,Communication,Docker,Kubernetes",2,PhD,"AWS Solutions Architect,PMP",3
C_493,"Java,Communication,Leadership,React,CI/CD,Machine Learning,GCP,Docker,SQL,Deep Learning",13,High School,PMP,3
C_494,"C++,Tableau,GCP,Java,Machine Learning,Kubernetes",1,Master,,3
C_495,"Python,Power BI,Tableau,Deep Learning,C++,Docker,Git,Scrum,GCP,React",10,Bachelor,,4
C_496,"C++,CI/CD,SQL,TypeScript",12,Master,,0
C_497,"SQL,Scrum,Leadership,Pandas,Docker,TypeScript",1,Bachelor,"AWS Solutions Architect,Data Science Professional",2
C_498,"Docker,C++,GCP,Azure,Excel",10,Master,,2
C_499,"Java,Azure,Machine Learning,Python",3,Bachelor,"Data Science Professional,PMP",2
C_500,"Git,GCP,Communication,AWS",5,High School,"Data Science Professional,Scrum Master",0
C_501,"Python,Power BI,Scrum,SQL",3,Bachelor,,3
C_502,"Java,Git,Leadership,Communication,TypeScript,Kubernetes,GCP,Docker",6,Master,,3
C_503,"Pandas,Git,TypeScript,Machine Learning",14,Bachelor,"Scrum Master,Google Cloud Engineer,Data Science Professional",1
C_504,"Kubernetes,React,Java,Docker,Agile,TypeScript",15,High School,"AWS Solutions Architect,PMP,Scrum Master",3
C_505,"GCP,Kubernetes,Leadership,Communication",4,Bachelor,"Machine Learning Specialization,AWS Solutions Architect,PMP",4
C_506,"GCP,Excel,TypeScript",12,Bachelor,Data Science Professional,1
C_507,"Java,Power BI,React,Pandas,Docker,C++,Node.js,Excel,Leadership,Azure",7,Bachelor,,5
C_508,"Machine Learning,Communication,Leadership,TypeScript,Docker,Excel,CI/CD,Agile,Java",9,PhD,,4
C_509,"Scrum,Leadership,React",10,Bachelor,,0
C_510,"Deep Learning,Communication,Agile,Python,Scrum",4,Bachelor,"Scrum Master,Data Science Professional",4
C_511,"C++,CI/CD,Scrum,Docker,GCP,Communication,Leadership,Node.js,Kubernetes",2,Bachelor,"Google Cloud Engineer,PMP,AWS Solutions Architect",2
C_512,"SQL,Python,Excel,Kubernetes,Machine Learning,GCP,Git,AWS,Node.js,Agile",12,Master,"Scrum Master,Machine Learning Specialization,Data Science Professional",4
C_513,"Scrum,Java,Power BI,Deep Learning,C++",12,Master,"Scrum Master,Google Cloud Engineer",2
C_514,"Deep Learning,Python,Pandas,Agile",0,Bachelor,"Machine Learning Specialization,Scrum Master,Google Cloud Engineer",0
