student_id,college_id,job_id,rank_position,match_score,predicted_relevance_score,skill_overlap_count,skill_gap_count,skill_gap_list,years_exposure_avg,jd_seniority_level,ai_trust_score,verified_skill_count,feature_importances_json,task16_explanation,skill_gap_ratio,seniority_match,trust_weighted_score,college_avg_match_score,audience,student_explanation,officer_explanation,admin_explanation,student_explanation_quality,officer_explanation_quality,admin_explanation_quality
S0044,C002,J017,3,0.56,0.544,2,1,React,4.0,3,0.84,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.,0.49999750001249993,1,0.47040000000000004,0.7168421052631578,student,You're ranked #3 for this role. Strong match based on your skills — these cover 2 required skills. Missing: React (required).,"This student is in the top 15% of your college's candidates for this role. AI trust score: 0.84 — proctoring cleared, parsing confidence high. Recommendation is reliable. 1 skill gap identified (React). Student has strong foundational skills; gap is addressable. Recommended action: shortlist for interview; suggest upskilling on React before interview date.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.544 (well calibrated). No counterfactual rank change applicable.",0.932737461597253,0.5388476888613475,0.38
S0022,C002,J003,1,0.57,0.507,3,0,,3.3,1,0.95,3,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 1.,0.0,0,0.5415,0.7168421052631578,student,You're ranked #1 for this role. You are top-ranked for this role; no skill gaps identified.,"This student is in the top 5% of your college's candidates for this role. AI trust score: 0.95 — proctoring cleared, parsing confidence high. Recommendation is reliable. No skill gaps identified. Recommended action: shortlist for interview immediately.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.507 (well calibrated). No counterfactual rank change applicable.",0.4660713416485476,0.38,0.4660713416485476
S0008,C005,J019,4,0.75,0.697,3,0,,5.0,1,0.84,5,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 4.,0.0,0,0.63,0.7295145631067961,student,You're ranked #4 for this role. Strong match based on your skills — these cover 3 required skills.,"This student is in the top 20% of your college's candidates for this role. AI trust score: 0.84 — proctoring cleared, parsing confidence high. Recommendation is reliable. No skill gaps identified. Recommended action: shortlist for interview immediately.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.697 (well calibrated). No counterfactual rank change applicable.",0.4660713416485476,0.4660713416485476,0.4660713416485476
S0054,C005,J015,1,0.88,0.759,2,0,,4.2,5,0.8,5,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.,0.0,1,0.7040000000000001,0.7295145631067961,student,You're ranked #1 for this role. You are top-ranked for this role; no skill gaps identified.,"This student is in the top 5% of your college's candidates for this role. AI trust score: 0.80 — proctoring cleared, parsing confidence high. Recommendation is reliable. No skill gaps identified. Recommended action: shortlist for interview immediately.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.759 (well calibrated). No counterfactual rank change applicable.",0.4660713416485476,0.38,0.4660713416485476
S0049,C002,J019,1,0.7,0.653,5,0,,4.5,2,0.99,3,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.,0.0,0,0.693,0.7168421052631578,student,You're ranked #1 for this role. You are top-ranked for this role; no skill gaps identified.,"This student is in the top 5% of your college's candidates for this role. AI trust score: 0.99 — proctoring cleared, parsing confidence high. Recommendation is reliable. No skill gaps identified. Recommended action: shortlist for interview immediately.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.653 (well calibrated). No counterfactual rank change applicable.",0.4660713416485476,0.38,0.4660713416485476
S0018,C005,J008,5,0.83,0.71,5,3,"Python,Docker,Java",0.9,5,0.72,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 5.,0.5999988000024,0,0.5975999999999999,0.7295145631067961,student,You're ranked #5 for this role. Strong match based on your skills — these cover 5 required skills. Missing: Python (required).,"This student is in the top 25% of your college's candidates for this role. AI trust score: 0.72 — proctoring cleared, parsing confidence high. Recommendation is reliable. 3 skill gap identified (Python). Student has strong foundational skills; gap is addressable. Recommended action: shortlist for interview; suggest upskilling on Python before interview date.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.71 (well calibrated). No counterfactual rank change applicable.",0.932737461597253,0.932737461597253,0.38
S0084,C001,J002,1,0.68,0.659,3,0,,1.6,4,0.74,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 1.,0.0,0,0.5032,0.7203508771929825,student,You're ranked #1 for this role. You are top-ranked for this role; no skill gaps identified.,"This student is in the top 5% of your college's candidates for this role. AI trust score: 0.74 — proctoring cleared, parsing confidence high. Recommendation is reliable. No skill gaps identified. Recommended action: shortlist for interview immediately.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.659 (well calibrated). No counterfactual rank change applicable.",0.4660713416485476,0.38,0.4660713416485476
S0067,C002,J014,2,0.7,0.647,2,0,,2.2,3,0.98,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 2.,0.0,1,0.6859999999999999,0.7168421052631578,student,You're ranked #2 for this role. Strong match based on your skills — these cover 2 required skills.,"This student is in the top 10% of your college's candidates for this role. AI trust score: 0.98 — proctoring cleared, parsing confidence high. Recommendation is reliable. No skill gaps identified. Recommended action: shortlist for interview immediately.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.647 (well calibrated). No counterfactual rank change applicable.",0.4660713416485476,0.38,0.4660713416485476
S0037,C001,J015,5,0.74,0.694,5,3,"Java,SQL,Python",1.3,2,0.74,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.,0.5999988000024,1,0.5476,0.7203508771929825,student,You're ranked #5 for this role. Strong match based on your skills — these cover 5 required skills. Missing: Java (required).,"This student is in the top 25% of your college's candidates for this role. AI trust score: 0.74 — proctoring cleared, parsing confidence high. Recommendation is reliable. 3 skill gap identified (Java). Student has strong foundational skills; gap is addressable. Recommended action: shortlist for interview; suggest upskilling on Java before interview date.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.694 (well calibrated). No counterfactual rank change applicable.",0.932737461597253,0.932737461597253,0.38
S0070,C003,J005,5,0.54,0.446,4,1,React,0.1,1,0.89,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.,0.24999937500156252,1,0.4806,0.725934065934066,student,You're ranked #5 for this role. Strong match based on your skills — these cover 4 required skills. Missing: React (required). Adding this skill could move you to #4 for this role.,"This student is in the top 25% of your college's candidates for this role. AI trust score: 0.89 — proctoring cleared, parsing confidence high. Recommendation is reliable. 1 skill gap identified (React). Student has strong foundational skills; gap is addressable. Recommended action: shortlist for interview; suggest upskilling on React before interview date.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.446 (well calibrated). Rank change if React added: #5 -> #4 (Δ score +0.164).",0.932737461597253,0.932737461597253,0.932737461597253
S0050,C003,J012,4,0.56,0.467,5,3,"Java,Docker,React",3.4,5,0.98,8,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.,0.5999988000024,0,0.5488000000000001,0.725934065934066,student,You're ranked #4 for this role. Strong match based on your skills — these cover 5 required skills. Missing: Java (required).,"This student is in the top 20% of your college's candidates for this role. AI trust score: 0.98 — proctoring cleared, parsing confidence high. Recommendation is reliable. 3 skill gap identified (Java). Student has strong foundational skills; gap is addressable. Recommended action: shortlist for interview; suggest upskilling on Java before interview date.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.467 (well calibrated). No counterfactual rank change applicable.",0.932737461597253,0.5388476888613475,0.4660713416485476
S0043,C002,J010,2,0.61,0.582,4,3,"K8s,React,Java",1.1,5,0.89,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 2.,0.7499981250046875,0,0.5429,0.7168421052631578,student,You're ranked #2 for this role. Strong match based on your skills — these cover 4 required skills. Missing: K8s (required).,"This student is in the top 10% of your college's candidates for this role. AI trust score: 0.89 — proctoring cleared, parsing confidence high. Recommendation is reliable. 3 skill gap identified (K8s). Student has strong foundational skills; gap is addressable. Recommended action: shortlist for interview; suggest upskilling on K8s before interview date.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.582 (well calibrated). No counterfactual rank change applicable.",0.932737461597253,0.5388476888613475,0.4660713416485476
S0064,C002,J006,1,0.89,0.85,2,0,,1.4,3,0.95,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.,0.0,0,0.8454999999999999,0.7168421052631578,student,You're ranked #1 for this role. You are top-ranked for this role; no skill gaps identified.,"This student is in the top 5% of your college's candidates for this role. AI trust score: 0.95 — proctoring cleared, parsing confidence high. Recommendation is reliable. No skill gaps identified. Recommended action: shortlist for interview immediately.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.85 (well calibrated). No counterfactual rank change applicable.",0.4660713416485476,0.38,0.4660713416485476
S0070,C003,J002,2,0.9,0.792,2,2,"SQL,AWS",1.8,5,0.81,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 2.,0.9999950000249999,0,0.7290000000000001,0.725934065934066,student,You're ranked #2 for this role. Strong match based on your skills — these cover 2 required skills. Missing: SQL (required).,"This student is in the top 10% of your college's candidates for this role. AI trust score: 0.81 — proctoring cleared, parsing confidence high. Recommendation is reliable. 2 skill gap identified (SQL). Student has strong foundational skills; gap is addressable. Recommended action: shortlist for interview; suggest upskilling on SQL before interview date.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.792 (well calibrated). No counterfactual rank change applicable.",0.932737461597253,0.932737461597253,0.4660713416485476
S0035,C001,J012,2,0.76,0.651,3,1,AWS,2.6,4,0.71,3,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 2.,0.3333322222259259,1,0.5396,0.7203508771929825,student,You're ranked #2 for this role. Strong match based on your skills — these cover 3 required skills. Missing: AWS (required).,"This student is in the top 10% of your college's candidates for this role. AI trust score: 0.71 — proctoring cleared, parsing confidence high. Recommendation is reliable. 1 skill gap identified (AWS). Student has strong foundational skills; gap is addressable. Recommended action: shortlist for interview; suggest upskilling on AWS before interview date.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.651 (well calibrated). No counterfactual rank change applicable.",0.932737461597253,0.5388476888613475,0.4660713416485476
S0079,C005,J012,4,0.77,0.719,3,1,Git,2.2,5,0.96,2,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.,0.3333322222259259,0,0.7392,0.7295145631067961,student,You're ranked #4 for this role. Strong match based on your skills — these cover 3 required skills. Missing: Git (required).,"This student is in the top 20% of your college's candidates for this role. AI trust score: 0.96 — proctoring cleared, parsing confidence high. Recommendation is reliable. 1 skill gap identified (Git). Student has strong foundational skills; gap is addressable. Recommended action: shortlist for interview; suggest upskilling on Git before interview date.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.719 (well calibrated). No counterfactual rank change applicable.",0.932737461597253,0.5388476888613475,0.4660713416485476
S0021,C004,J013,3,0.55,0.494,5,0,,1.4,3,0.97,5,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.,0.0,0,0.5335,0.7308247422680413,student,You're ranked #3 for this role. Strong match based on your skills — these cover 5 required skills.,"This student is in the top 15% of your college's candidates for this role. AI trust score: 0.97 — proctoring cleared, parsing confidence high. Recommendation is reliable. No skill gaps identified. Recommended action: shortlist for interview immediately.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.494 (well calibrated). No counterfactual rank change applicable.",0.4660713416485476,0.38,0.38
S0030,C004,J018,2,0.62,0.549,2,1,Java,3.5,1,0.86,3,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.,0.49999750001249993,0,0.5332,0.7308247422680413,student,You're ranked #2 for this role. Strong match based on your skills — these cover 2 required skills. Missing: Java (required).,"This student is in the top 10% of your college's candidates for this role. AI trust score: 0.86 — proctoring cleared, parsing confidence high. Recommendation is reliable. 1 skill gap identified (Java). Student has strong foundational skills; gap is addressable. Recommended action: shortlist for interview; suggest upskilling on Java before interview date.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.549 (well calibrated). No counterfactual rank change applicable.",0.932737461597253,0.5388476888613475,0.4660713416485476
S0044,C001,J013,2,0.55,0.445,3,1,K8s,3.1,2,0.8,3,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.,0.3333322222259259,1,0.44000000000000006,0.7203508771929825,student,You're ranked #2 for this role. Strong match based on your skills — these cover 3 required skills. Missing: K8s (required).,"This student is in the top 10% of your college's candidates for this role. AI trust score: 0.80 — proctoring cleared, parsing confidence high. Recommendation is reliable. 1 skill gap identified (K8s). Student has strong foundational skills; gap is addressable. Recommended action: shortlist for interview; suggest upskilling on K8s before interview date.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.445 (well calibrated). No counterfactual rank change applicable.",0.932737461597253,0.5388476888613475,0.4660713416485476
S0091,C002,J005,4,0.62,0.59,5,2,"Java,K8s",2.1,5,0.75,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.,0.39999920000160005,0,0.46499999999999997,0.7168421052631578,student,You're ranked #4 for this role. Strong match based on your skills — these cover 5 required skills. Missing: Java (required).,"This student is in the top 20% of your college's candidates for this role. AI trust score: 0.75 — proctoring cleared, parsing confidence high. Recommendation is reliable. 2 skill gap identified (Java). Student has strong foundational skills; gap is addressable. Recommended action: shortlist for interview; suggest upskilling on Java before interview date.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.59 (well calibrated). No counterfactual rank change applicable.",0.932737461597253,0.5388476888613475,0.4660713416485476
S0081,C005,J016,5,0.79,0.722,5,2,"Docker,Git",0.7,3,0.87,3,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 5.,0.39999920000160005,0,0.6873,0.7295145631067961,student,You're ranked #5 for this role. Strong match based on your skills — these cover 5 required skills. Missing: Docker (required).,"This student is in the top 25% of your college's candidates for this role. AI trust score: 0.87 — proctoring cleared, parsing confidence high. Recommendation is reliable. 2 skill gap identified (Docker). Student has strong foundational skills; gap is addressable. Recommended action: shortlist for interview; suggest upskilling on Docker before interview date.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.722 (well calibrated). No counterfactual rank change applicable.",0.932737461597253,0.932737461597253,0.38
S0075,C001,J007,4,0.87,0.793,3,1,SQL,3.0,1,0.79,4,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 4.,0.3333322222259259,0,0.6873,0.7203508771929825,student,You're ranked #4 for this role. Strong match based on your skills — these cover 3 required skills. Missing: SQL (required).,"This student is in the top 20% of your college's candidates for this role. AI trust score: 0.79 — proctoring cleared, parsing confidence high. Recommendation is reliable. 1 skill gap identified (SQL). Student has strong foundational skills; gap is addressable. Recommended action: shortlist for interview; suggest upskilling on SQL before interview date.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.793 (well calibrated). No counterfactual rank change applicable.",0.932737461597253,0.5388476888613475,0.4660713416485476
S0049,C005,J002,4,0.86,0.747,2,3,"Git,Java,K8s",1.0,2,0.99,3,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 4.,1.4999925000374998,1,0.8513999999999999,0.7295145631067961,student,You're ranked #4 for this role. Strong match based on your skills — these cover 2 required skills. Missing: Git (required). Adding this skill could move you to #1 for this role.,"This student is in the top 20% of your college's candidates for this role. AI trust score: 0.99 — proctoring cleared, parsing confidence high. Recommendation is reliable. 3 skill gap identified (Git). Student has strong foundational skills; gap is addressable. Recommended action: shortlist for interview; suggest upskilling on Git before interview date.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.747 (well calibrated). Rank change if Git added: #4 -> #1 (Δ score +0.113).",0.932737461597253,0.5388476888613475,0.932737461597253
S0008,C004,J012,2,0.93,0.805,4,2,"AWS,React",3.3,4,0.84,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 2.,0.49999875000312505,1,0.7812,0.7308247422680413,student,You're ranked #2 for this role. Strong match based on your skills — these cover 4 required skills. Missing: AWS (required).,"This student is in the top 10% of your college's candidates for this role. AI trust score: 0.84 — proctoring cleared, parsing confidence high. Recommendation is reliable. 2 skill gap identified (AWS). Student has strong foundational skills; gap is addressable. Recommended action: shortlist for interview; suggest upskilling on AWS before interview date.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.805 (well calibrated). No counterfactual rank change applicable.",0.932737461597253,0.932737461597253,0.4660713416485476
S0084,C005,J008,4,0.61,0.566,5,1,Git,3.5,4,0.79,3,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 4.,0.19999960000080003,1,0.4819,0.7295145631067961,student,You're ranked #4 for this role. Strong match based on your skills — these cover 5 required skills. Missing: Git (required).,"This student is in the top 20% of your college's candidates for this role. AI trust score: 0.79 — proctoring cleared, parsing confidence high. Recommendation is reliable. 1 skill gap identified (Git). Student has strong foundational skills; gap is addressable. Recommended action: shortlist for interview; suggest upskilling on Git before interview date.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.566 (well calibrated). No counterfactual rank change applicable.",0.932737461597253,0.5388476888613475,0.4660713416485476
S0091,C002,J009,1,0.64,0.566,4,0,,2.6,3,0.93,8,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.,0.0,1,0.5952000000000001,0.7168421052631578,student,You're ranked #1 for this role. You are top-ranked for this role; no skill gaps identified.,"This student is in the top 5% of your college's candidates for this role. AI trust score: 0.93 — proctoring cleared, parsing confidence high. Recommendation is reliable. No skill gaps identified. Recommended action: shortlist for interview immediately.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.566 (well calibrated). No counterfactual rank change applicable.",0.4660713416485476,0.38,0.4660713416485476
S0012,C002,J015,1,0.55,0.527,4,0,,4.3,3,0.93,5,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.,0.0,1,0.5115000000000001,0.7168421052631578,student,You're ranked #1 for this role. You are top-ranked for this role; no skill gaps identified.,"This student is in the top 5% of your college's candidates for this role. AI trust score: 0.93 — proctoring cleared, parsing confidence high. Recommendation is reliable. No skill gaps identified. Recommended action: shortlist for interview immediately.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.527 (well calibrated). No counterfactual rank change applicable.",0.4660713416485476,0.38,0.4660713416485476
S0066,C003,J002,3,0.66,0.642,5,1,Docker,3.0,1,0.88,7,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.,0.19999960000080003,0,0.5808,0.725934065934066,student,You're ranked #3 for this role. Strong match based on your skills — these cover 5 required skills. Missing: Docker (required).,"This student is in the top 15% of your college's candidates for this role. AI trust score: 0.88 — proctoring cleared, parsing confidence high. Recommendation is reliable. 1 skill gap identified (Docker). Student has strong foundational skills; gap is addressable. Recommended action: shortlist for interview; suggest upskilling on Docker before interview date.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.642 (well calibrated). No counterfactual rank change applicable.",0.932737461597253,0.5388476888613475,0.38
S0041,C003,J006,1,0.8,0.682,2,0,,1.2,5,0.86,9,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 1.,0.0,0,0.6880000000000001,0.725934065934066,student,You're ranked #1 for this role. You are top-ranked for this role; no skill gaps identified.,"This student is in the top 5% of your college's candidates for this role. AI trust score: 0.86 — proctoring cleared, parsing confidence high. Recommendation is reliable. No skill gaps identified. Recommended action: shortlist for interview immediately.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.682 (well calibrated). No counterfactual rank change applicable.",0.4660713416485476,0.38,0.4660713416485476
S0018,C004,J006,5,0.51,0.469,4,2,"React,Python",0.3,3,0.92,8,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.,0.49999875000312505,0,0.4692,0.7308247422680413,student,You're ranked #5 for this role. Strong match based on your skills — these cover 4 required skills. Missing: React (required).,"This student is in the top 25% of your college's candidates for this role. AI trust score: 0.92 — proctoring cleared, parsing confidence high. Recommendation is reliable. 2 skill gap identified (React). Student has strong foundational skills; gap is addressable. Recommended action: shortlist for interview; suggest upskilling on React before interview date.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.469 (well calibrated). No counterfactual rank change applicable.",0.932737461597253,0.932737461597253,0.38
S0009,C003,J003,5,0.55,0.475,4,2,"React,SQL",4.1,4,0.79,5,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Good match overall for this role based on profile.,0.49999875000312505,1,0.43450000000000005,0.725934065934066,student,You're ranked #5 for this role. Strong match based on your skills — these cover 4 required skills. Missing: React (required).,"This student is in the top 25% of your college's candidates for this role. AI trust score: 0.79 — proctoring cleared, parsing confidence high. Recommendation is reliable. 2 skill gap identified (React). Student has strong foundational skills; gap is addressable. Recommended action: shortlist for interview; suggest upskilling on React before interview date.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.475 (well calibrated). No counterfactual rank change applicable.",0.932737461597253,0.932737461597253,0.4660713416485476
S0063,C002,J005,4,0.68,0.627,4,2,"Git,K8s",0.1,2,0.74,6,"{""match_score"": 0.41, ""skill_overlap_count"": 0.28, ""ai_trust_score"": 0.19, ""skill_gap_ratio"": 0.12}",Student matches well. Rank 4.,0.49999875000312505,0,0.5032,0.7168421052631578,student,You're ranked #4 for this role. Strong match based on your skills — these cover 4 required skills. Missing: Git (required).,"This student is in the top 20% of your college's candidates for this role. AI trust score: 0.74 — proctoring cleared, parsing confidence high. Recommendation is reliable. 2 skill gap identified (Git). Student has strong foundational skills; gap is addressable. Recommended action: shortlist for interview; suggest upskilling on Git before interview date.","Top features driving this recommendation: match_score (weight 0.41), skill_overlap_count (weight 0.28), ai_trust_score (weight 0.19), skill_gap_ratio (weight 0.12). Model confidence: 0.627 (well calibrated). No counterfactual rank change applicable.",0.932737461597253,0.932737461597253,0.4660713416485476
